date,pair,pool_address,tvl_usd,volume_usd,fees_usd,vol_per_tvl_pct,fees_per_tvl_pct,fees_per_vol_pct
2026-02-05,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,279673.61,397005.21,1179.3954,141.953,0.421704,0.297073
2026-02-06,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1123661.64,6774271.79,2167.6897,602.8747,0.192913,0.031999
2026-02-06,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,560339.96,2313492.0,1239.5267,412.8729,0.22121,0.053578
2026-02-06,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1299421.68,5579742.36,1813.6513,429.402,0.139574,0.032504
2026-02-06,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2645591.29,10963019.34,3010.5927,414.3882,0.113797,0.027461
2026-02-06,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,322825.11,227340.64,696.3785,70.4222,0.215714,0.306315
2026-02-07,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1205690.2,6773793.72,2065.8705,561.8188,0.171343,0.030498
2026-02-07,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,628401.35,1910552.65,969.5778,304.0338,0.154293,0.050749
2026-02-07,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1241704.92,4502701.05,1374.5922,362.6225,0.110702,0.030528
2026-02-07,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2599675.76,8120099.44,2335.5581,312.3505,0.08984,0.028763
2026-02-07,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,312228.55,203996.11,621.4019,65.3355,0.199021,0.304615
2026-02-08,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1225126.97,3728751.28,1106.638,304.3563,0.090328,0.029679
2026-02-08,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,657297.75,1027556.99,513.7785,156.3305,0.078165,0.05
2026-02-08,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1278684.72,2547227.62,764.1683,199.2069,0.059762,0.03
2026-02-08,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2610480.19,3105014.85,929.146,118.9442,0.035593,0.029924
2026-02-08,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,315307.45,7843.85,23.5141,2.4877,0.007458,0.299778
2026-02-09,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1220532.72,5282259.8,1584.6779,432.7831,0.129835,0.03
2026-02-09,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,783014.27,1464802.99,732.4015,187.0723,0.093536,0.05
2026-02-09,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1170233.16,3107252.0,932.1756,265.5242,0.079657,0.03
2026-02-09,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2611313.19,3678420.02,1086.782,140.8648,0.041618,0.029545
2026-02-09,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,310201.35,106105.12,259.7809,34.2052,0.083746,0.244834
2026-02-10,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1207250.65,2463137.45,727.0641,204.0287,0.060225,0.029518
2026-02-10,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,738721.94,728361.9,364.181,98.5976,0.049299,0.05
2026-02-10,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1154197.84,2662573.02,798.7719,230.686,0.069206,0.03
2026-02-10,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2564965.59,3304251.03,991.2753,128.8224,0.038647,0.03
2026-02-10,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,297369.58,70359.6,209.941,23.6607,0.070599,0.298383
2026-02-11,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1190449.67,4566469.45,1368.3931,383.592,0.114948,0.029966
2026-02-11,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,693166.57,1334581.43,667.2907,192.534,0.096267,0.05
2026-02-11,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1150930.91,3410007.53,1023.0023,296.2826,0.088885,0.03
2026-02-11,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2510696.64,4077741.79,1055.216,162.4148,0.042029,0.025877
2026-02-11,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,288707.57,119207.56,267.1508,41.2901,0.092533,0.224106
2026-02-12,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1436328.76,3712135.84,1103.9783,258.4461,0.076861,0.02974
2026-02-12,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,703651.47,1144347.14,572.1736,162.6298,0.081315,0.05
2026-02-12,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1308674.21,2833892.48,850.1677,216.5468,0.064964,0.03
2026-02-12,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2503643.08,3227471.28,698.3304,128.911,0.027893,0.021637
2026-02-12,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,291409.21,84858.47,179.4122,29.12,0.061567,0.211425
2026-02-13,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1475311.58,2635276.76,790.583,178.6251,0.053588,0.03
2026-02-13,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,652569.32,998157.41,499.0787,152.9581,0.076479,0.05
2026-02-13,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1408609.47,2415772.9,724.7319,171.5005,0.05145,0.03
2026-02-13,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2627327.77,2995578.76,632.9869,114.0162,0.024092,0.021131
2026-02-13,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,301334.24,54158.15,118.9789,17.9728,0.039484,0.219688
2026-02-14,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1510714.16,944419.87,283.326,62.5148,0.018754,0.03
2026-02-14,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,668215.25,254293.47,127.1467,38.0556,0.019028,0.05
2026-02-14,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1412921.05,1651360.76,495.4082,116.8757,0.035063,0.03
2026-02-14,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2657223.61,1727900.98,494.4198,65.0266,0.018607,0.028614
2026-02-14,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,316403.84,87271.32,261.814,27.5823,0.082747,0.3
2026-02-15,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1449006.17,2601225.76,737.7259,179.5179,0.050913,0.028361
2026-02-15,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,652757.04,803915.42,400.5514,123.1569,0.061363,0.049825
2026-02-15,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1376379.09,3114725.24,928.7208,226.2985,0.067476,0.029817
2026-02-15,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2563889.69,4173732.94,1004.979,162.7891,0.039197,0.024079
2026-02-15,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,302474.03,154224.91,465.8317,50.9878,0.154007,0.302047
2026-02-16,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1449629.32,2897547.1,868.4102,199.8819,0.059906,0.029971
2026-02-16,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,688239.74,698877.72,349.4389,101.5457,0.050773,0.05
2026-02-16,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1316761.13,2469778.23,740.9335,187.5646,0.056269,0.03
2026-02-16,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2588200.18,2203422.98,661.0061,85.1334,0.025539,0.029999
2026-02-16,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,309290.66,83978.45,251.9731,27.152,0.081468,0.300045
2026-02-17,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1441055.95,1894204.49,471.6185,131.4456,0.032727,0.024898
2026-02-17,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,676364.79,828738.69,368.7293,122.5284,0.054516,0.044493
2026-02-17,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1342752.41,2416563.87,641.652,179.9709,0.047786,0.026552
2026-02-17,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2575513.57,2804725.05,687.0072,108.8996,0.026675,0.024495
2026-02-17,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,308246.07,73129.3,187.2227,23.7243,0.060738,0.256016
2026-02-18,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1427753.13,1317450.46,345.6647,92.2744,0.02421,0.026237
2026-02-18,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,647910.15,701227.97,295.6307,108.2292,0.045628,0.042159
2026-02-18,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1351757.43,2413875.5,660.3146,178.5731,0.048849,0.027355
2026-02-18,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2532657.35,2541420.14,730.4358,100.346,0.028841,0.028741
2026-02-18,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,295993.59,64417.85,138.7538,21.7633,0.046877,0.215396
2026-02-19,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1168658.98,2182445.49,634.5163,186.7478,0.054294,0.029074
2026-02-19,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,529169.41,505907.39,252.3573,95.6041,0.047689,0.049882
2026-02-19,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1313275.89,1971634.16,591.4163,150.131,0.045034,0.029996
2026-02-19,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2521594.54,2830785.13,584.8728,112.2617,0.023195,0.020661
2026-02-19,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,320322.91,15153.23,44.9271,4.7306,0.014026,0.296485
2026-02-20,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1154977.52,1940593.32,516.2428,168.02,0.044697,0.026602
2026-02-20,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,528924.2,663822.62,256.1209,125.5043,0.048423,0.038583
2026-02-20,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1228232.02,2068847.4,538.13,168.4411,0.043813,0.026011
2026-02-20,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2556878.37,2808724.02,742.0783,109.8497,0.029023,0.02642
2026-02-20,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,360770.22,43670.54,101.577,12.1048,0.028156,0.232598
2026-02-21,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1251732.52,559078.36,118.0331,44.6644,0.00943,0.021112
2026-02-21,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,653363.51,296075.69,92.4077,45.3156,0.014143,0.031211
2026-02-21,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1230080.18,877516.76,184.9863,71.3382,0.015039,0.021081
2026-02-21,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2558436.03,1357583.95,272.7682,53.063,0.010662,0.020092
2026-02-21,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,404036.59,31457.36,63.371,7.7858,0.015684,0.20145
2026-02-22,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1248192.11,438947.91,89.028,35.1667,0.007133,0.020282
2026-02-22,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,583359.43,212513.96,75.076,36.4293,0.01287,0.035328
2026-02-22,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1323043.0,733587.2,162.8383,55.447,0.012308,0.022198
2026-02-22,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2482082.37,1216177.79,243.2356,48.9983,0.0098,0.02
2026-02-22,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,397005.67,7004.04,14.8879,1.7642,0.00375,0.212562
2026-02-23,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1190069.41,1943835.91,559.9648,163.338,0.047053,0.028807
2026-02-23,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,574617.33,617718.82,308.3035,107.5009,0.053654,0.04991
2026-02-23,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1378788.45,1367950.26,408.343,99.2139,0.029616,0.029851
2026-02-23,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2359113.05,2690081.42,546.7792,114.0294,0.023177,0.020326
2026-02-23,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,307465.06,140274.87,414.9883,45.623,0.134971,0.295839
2026-02-24,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1184443.62,1876627.56,713.3223,158.4396,0.060224,0.038011
2026-02-24,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,568484.67,618454.88,309.2274,108.7901,0.054395,0.05
2026-02-24,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1366740.51,1311779.73,438.1302,95.9787,0.032057,0.0334
2026-02-24,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2373507.37,2169729.16,515.6991,91.4145,0.021727,0.023768
2026-02-24,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,294506.72,63549.38,154.5683,21.5782,0.052484,0.243225
2026-02-25,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1586972.59,547037.09,1094.0742,34.4705,0.068941,0.2
2026-02-25,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,592060.05,489015.56,245.9565,82.5956,0.041542,0.050296
2026-02-25,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1408301.65,822110.37,1644.2207,58.376,0.116752,0.2
2026-02-25,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2564682.43,930829.33,1861.6587,36.2941,0.072588,0.2
2026-02-25,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,327271.28,72401.6,186.5344,22.1228,0.056997,0.257638
2026-02-26,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1570070.5,725082.54,1450.1651,46.1815,0.092363,0.2
2026-02-26,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,589250.89,826825.1,420.9724,140.318,0.071442,0.050914
2026-02-26,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1226600.1,531085.22,1062.1704,43.2973,0.086595,0.2
2026-02-26,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2550878.36,501322.57,1002.6451,19.6529,0.039306,0.2
2026-02-26,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,345125.77,16654.56,49.9637,4.8257,0.014477,0.3
2026-02-27,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1556216.46,269698.42,539.3968,17.3304,0.034661,0.2
2026-02-27,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,549740.93,510623.09,255.3115,92.8843,0.046442,0.05
2026-02-27,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1159978.99,447507.14,895.0143,38.5789,0.077158,0.2
2026-02-27,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2452753.4,532870.19,1065.7404,21.7254,0.043451,0.2
2026-02-27,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,310579.54,70800.2,204.4156,22.7962,0.065817,0.288722
2026-02-28,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1566309.94,689487.47,1378.9749,44.0199,0.08804,0.2
2026-02-28,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,546899.93,661065.32,330.5327,120.875,0.060438,0.05
2026-02-28,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1160329.63,547086.01,1094.172,47.1492,0.094298,0.2
2026-02-28,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2500882.07,483965.2,967.9304,19.3518,0.038704,0.2
2026-02-28,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,306745.35,46373.73,133.5968,15.118,0.043553,0.288087
2026-03-01,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1574465.84,764341.01,1528.682,48.5461,0.097092,0.2
2026-03-01,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,532062.41,789402.94,394.7015,148.3666,0.074183,0.05
2026-03-01,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1305566.91,670700.77,1341.4015,51.3724,0.102745,0.2
2026-03-01,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2485536.12,798923.31,1597.8466,32.1429,0.064286,0.2
2026-03-01,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,308955.97,55302.49,131.1583,17.8998,0.042452,0.237165
2026-03-02,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1606821.23,732641.59,1465.2832,45.5957,0.091191,0.2
2026-03-02,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,532123.41,844697.88,422.3489,158.741,0.07937,0.05
2026-03-02,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,922056.21,681796.55,1363.5931,73.9431,0.147886,0.2
2026-03-02,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2564671.28,726829.15,1453.6583,28.3401,0.05668,0.2
2026-03-02,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,305176.34,12201.37,26.243,3.9981,0.008599,0.215083
2026-03-03,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1337225.46,598908.93,1197.8179,44.7874,0.089575,0.2
2026-03-03,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,525229.94,967194.64,483.5973,184.1469,0.092073,0.05
2026-03-03,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1250442.51,595390.27,1190.7805,47.6144,0.095229,0.2
2026-03-03,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2555293.66,452002.76,904.0055,17.6889,0.035378,0.2
2026-03-03,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,289580.13,26246.11,71.6797,9.0635,0.024753,0.273106
2026-03-04,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1314578.5,356759.74,713.5195,27.1387,0.054277,0.2
2026-03-04,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,527662.16,715537.41,358.6145,135.6052,0.067963,0.050118
2026-03-04,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1291378.86,541057.67,1082.1153,41.8977,0.083795,0.2
2026-03-04,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2714340.7,710646.03,1421.2921,26.1812,0.052362,0.2
2026-03-04,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,306322.45,47998.2,110.7048,15.6692,0.03614,0.230644
2026-03-05,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1316524.1,376670.93,753.3419,28.611,0.057222,0.2
2026-03-05,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,451181.58,506754.83,256.1691,112.3173,0.056777,0.050551
2026-03-05,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1326693.12,284653.37,569.3067,21.4559,0.042912,0.2
2026-03-05,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2356956.98,481237.41,962.4748,20.4177,0.040835,0.2
2026-03-05,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,301387.9,20513.35,53.231,6.8063,0.017662,0.259495
2026-03-06,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1497719.28,220912.84,441.8257,14.7499,0.0295,0.2
2026-03-06,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,441531.42,361161.39,180.5807,81.7974,0.040899,0.05
2026-03-06,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1186069.36,417740.51,835.481,35.2206,0.070441,0.2
2026-03-06,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2245974.17,328081.42,656.1628,14.6075,0.029215,0.2
2026-03-06,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,286683.68,7352.13,73.5213,2.5645,0.025645,1.0
2026-03-07,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1443550.63,50282.5,100.565,3.4833,0.006967,0.2
2026-03-07,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,439937.92,515872.45,257.9362,117.2603,0.05863,0.05
2026-03-07,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1227937.05,154633.83,309.2677,12.593,0.025186,0.2
2026-03-07,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2222331.21,121089.23,242.1785,5.4487,0.010897,0.2
2026-03-07,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,284407.0,4815.75,48.1575,1.6933,0.016933,1.0
2026-03-08,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1425749.27,254412.26,508.8245,17.8441,0.035688,0.2
2026-03-08,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,436106.42,572879.14,252.8522,131.3622,0.057979,0.044137
2026-03-08,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1202933.46,317611.12,635.2222,26.4031,0.052806,0.2
2026-03-08,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,2190964.17,260616.16,521.2323,11.895,0.02379,0.2
2026-03-08,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,282352.52,14483.12,144.8312,5.1294,0.051294,1.0
2026-03-09,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1458151.29,470872.99,941.746,32.2925,0.064585,0.2
2026-03-09,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,442326.01,1231932.07,610.0438,278.5122,0.137917,0.049519
2026-03-09,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1254411.18,564888.17,1129.7763,45.0321,0.090064,0.2
2026-03-09,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1912612.49,365702.06,731.4041,19.1206,0.038241,0.2
2026-03-09,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,72198.22,13496.91,134.9691,18.6942,0.186942,1.0
2026-03-10,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1313025.69,895556.76,724.3612,68.2056,0.055167,0.080884
2026-03-10,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,216555.61,1271557.78,635.7789,587.1738,0.293587,0.05
2026-03-10,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1251999.47,693419.46,808.0976,55.385,0.064545,0.116538
2026-03-10,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1827796.97,778900.06,690.1465,42.6141,0.037758,0.088605
2026-03-10,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,71956.66,8161.8,47.9675,11.3427,0.066662,0.587707
2026-03-11,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1347169.21,1475500.5,571.6126,109.526,0.042431,0.03874
2026-03-11,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,444595.26,438686.16,218.8778,98.6709,0.049231,0.049894
2026-03-11,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1217101.61,1019162.8,509.0671,83.7369,0.041826,0.04995
2026-03-11,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1838713.41,1258097.36,380.1465,68.4227,0.020675,0.030216
2026-03-11,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,73044.0,16777.48,34.2277,22.969,0.046859,0.20401
2026-03-12,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,910918.82,1400274.92,411.4764,153.7212,0.045172,0.029385
2026-03-12,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,445102.4,646136.75,322.9339,145.1659,0.072553,0.049979
2026-03-12,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1087670.69,1004061.74,483.7451,92.313,0.044475,0.048179
2026-03-12,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1837107.21,1293450.62,392.8434,70.4069,0.021384,0.030372
2026-03-12,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,73628.55,3851.04,8.9284,5.2304,0.012126,0.231843
2026-03-13,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,953194.3,1669286.85,609.2954,175.1256,0.063921,0.0365
2026-03-13,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,441609.62,370587.06,176.6245,83.9173,0.039996,0.047661
2026-03-13,WETH/USDC,0x82dbe18346a8656dbb5e76f74bf3ae279cc16b29,1097642.9,1204549.86,591.1973,109.7397,0.053861,0.04908
2026-03-13,WETH/cbBTC,0x3f9b863ef4b295d6ba370215bcca3785fcc44f44,1852127.56,2312344.54,737.972,124.848,0.039845,0.031914
2026-03-13,WETH/cbXRP,0xee58348059c9ad6ac345be79c399da0c200627ed,70281.14,14319.9,38.272,20.3752,0.054456,0.267264
2026-03-14,USDC/cbBTC,0x0ba69825c4c033e72309f6ac0bde0023b15cc97c,1236357.93,211415.21,83.0793,17.0998,0.00672,0.039297
2026-03-14,WETH/EURC,0xb20f018dde5a6fe7f93c31da05a5da9efbc52772,438931.44,47622.23,23.8111,10.8496,0.005425,0.05
